Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group,Constraint
Lights,PatRoom5_Mult10_Flr_4_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom6_Flr_3_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom6_Flr_4_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom7_Mult10_Flr_3_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom7_Mult10_Flr_4_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom8_Flr_3_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PatRoom8_Flr_4_Lights,Watts per Zone Floor Area,7.53,5.271,9.789,uniform,float,G0006,
Lights,PhysTherapy_Flr_3_Lights,Watts per Zone Floor Area,9.68,6.776,12.584,uniform,float,,
Lights,Radiology_Flr_4_Lights,Watts per Zone Floor Area,4.3,3.01,5.59,uniform,float,,
ElectricEquipment,Basement_MiscPlug_Equip,Watts per Zone Floor Area,8.07,6.549,10.491,uniform,float,,
ElectricEquipment,Dining_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,ER_Exam1_Mult4_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,16.04,11.228,20.582,uniform,float,,
ElectricEquipment,ER_Exam3_Mult4_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,16.04,11.228,20.582,uniform,float,,
ElectricEquipment,ER_NurseStn_Lobby_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,14.63,10.241,19.019,uniform,float,,
ElectricEquipment,ER_Trauma1_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,ER_Trauma2_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,ER_Triage_Mult4_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,29.05,20.335,37.765,uniform,float,,
ElectricEquipment,ICU_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,32.28,22.596,41.964,uniform,float,,
ElectricEquipment,ICU_NurseStn_Lobby_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,IC_PatRoom1_Mult5_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,32.28,22.596,41.964,uniform,float,,
ElectricEquipment,IC_PatRoom2_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,32.28,22.596,41.964,uniform,float,,
ElectricEquipment,IC_PatRoom3_Mult6_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,32.28,22.596,41.964,uniform,float,,
ElectricEquipment,Kitchen_Flr_5_ExhFan_Equip,Design Level,925,647.5,1202.5,uniform,float,,
ElectricEquipment,Kitchen_Flr_5_MiscElec_Equip,Watts per Zone Floor Area,80.7,56.49,104.91,uniform,float,,
ElectricEquipment,Lab_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,Lab_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,Lobby_Records_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,1.08,0.756,1.404,uniform,float,,
ElectricEquipment,NurseStn_Lobby_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,11.19,7.833,14.547,uniform,float,,
ElectricEquipment,NurseStn_Lobby_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,11.19,7.833,14.547,uniform,float,,
ElectricEquipment,NurseStn_Lobby_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,11.19,7.833,14.547,uniform,float,,
ElectricEquipment,OR1_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,OR2_Mult5_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,OR3_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,OR4_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,43.04,30.128,55.952,uniform,float,,
ElectricEquipment,OR_NurseStn_Lobby_Flr_2_MiscPlug_Equip,Watts per Zone Floor Area,11.19,7.833,14.547,uniform,float,,
ElectricEquipment,Office1_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,Office1_Mult4_Flr_1_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,Office2_Mult5_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,Office3_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,Office4_Mult6_Flr_5_MiscPlug_Equip,Watts per Zone Floor Area,10.76,7.532,13.988,uniform,float,,
ElectricEquipment,PatRoom1_Mult10_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom1_Mult10_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom2_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom2_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom3_Mult10_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom3_Mult10_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom4_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom4_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom5_Mult10_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom5_Mult10_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom6_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom6_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom7_Mult10_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom7_Mult10_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom8_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PatRoom8_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,21.52,15.064,27.976,uniform,float,,
ElectricEquipment,PhysTherapy_Flr_3_MiscPlug_Equip,Watts per Zone Floor Area,16.14,11.298,20.982,uniform,float,,
ElectricEquipment,Radiology_Flr_4_MiscPlug_Equip,Watts per Zone Floor Area,53.08,37.156,69.004,uniform,float,,
GasEquipment,Kitchen_Flr_5_MiscGas_Equip,Watts per Zone Floor Area,304.87,213.409,396.331,uniform,float,,
ZoneInfiltration:DesignFlowRate,Corridor_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_NW_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_NW_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_SE_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Corridor_SE_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Dining_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_Exam1_Mult4_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_Exam3_Mult4_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_NurseStn_Lobby_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_Trauma1_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_Trauma2_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ER_Triage_Mult4_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,ICU_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,IC_PatRoom1_Mult5_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,IC_PatRoom2_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,IC_PatRoom3_Mult6_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Kitchen_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Lobby_Records_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,NurseStn_Lobby_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,OR1_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,OR2_Mult5_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,OR3_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,OR_NurseStn_Lobby_Flr_2_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Office1_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Office1_Mult4_Flr_1_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Office2_Mult5_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Office3_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,Office4_Mult6_Flr_5_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom1_Mult10_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom1_Mult10_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom2_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom2_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom3_Mult10_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom3_Mult10_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom4_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom4_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom5_Mult10_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom5_Mult10_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom6_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom6_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom7_Mult10_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom7_Mult10_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom8_Flr_3_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
ZoneInfiltration:DesignFlowRate,PatRoom8_Flr_4_Infiltration,Flow per Exterior Surface Area,0.000302,0.000211,0.000393,uniform,float,G0007,
Humidifier:Steam:Electric,CAV_1 Humidifier,Rated Capacity,3.72E-05,2.60E-05,4.84E-05,uniform,float,,
Humidifier:Steam:Electric,CAV_1 Humidifier,Rated Power,100000,70000,130000,uniform,float,,
Humidifier:Steam:Electric,CAV_2 Humidifier,Rated Capacity,3.72E-05,2.60E-05,4.84E-05,uniform,float,,
Humidifier:Steam:Electric,CAV_2 Humidifier,Rated Power,100000,70000,130000,uniform,float,,
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 4,25,17.5,32.5,uniform,float,CA1,HA1 - CA1 < - 1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 6,22.2,15.54,28.86,uniform,float,CA2,HA2 - CA2 < - 1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 8,25,17.5,32.5,uniform,float,CA3,HA3 - CA3 < - 1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 11,25,17.5,32.5,uniform,float,CA4,HA4 - CA4 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 13,22.2,15.54,28.86,uniform,float,CA5,HA5 - CA5 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 15,25,17.5,32.5,uniform,float,CA6,HA6 - CA6 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 18,25,17.5,32.5,uniform,float,CA7,HA7 - CA7 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 20,22.2,15.54,28.86,uniform,float,CA8,HA8 - CA8 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 22,25,17.5,32.5,uniform,float,CA9,HA9 - CA9 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 25,25,17.5,32.5,uniform,float,CA10,HA10 - CA10 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 27,22.2,15.54,28.86,uniform,float,CA11,HA11 - CA11 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 29,25,17.5,32.5,uniform,float,CA12,HA12 - CA12 < -1
Schedule:Compact,ADMIN_CLGSETP_SCH,Field 32,25,17.5,32.5,uniform,float,CA13,HA13 - CA13 < -1
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 4,18.3,12.81,23.79,uniform,float,HA1,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 6,21.1,14.77,27.43,uniform,float,HA2,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 8,18.3,12.81,23.79,uniform,float,HA3,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 11,18.3,12.81,23.79,uniform,float,HA4,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 13,21.1,14.77,27.43,uniform,float,HA5,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 15,18.3,12.81,23.79,uniform,float,HA6,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 18,18.3,12.81,23.79,uniform,float,HA7,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 20,21.1,14.77,27.43,uniform,float,HA8,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 22,18.3,12.81,23.79,uniform,float,HA9,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 25,18.3,12.81,23.79,uniform,float,HA10,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 27,21.1,14.77,27.43,uniform,float,HA11,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 29,18.3,12.81,23.79,uniform,float,HA12,
Schedule:Compact,ADMIN_HTGSETP_SCH,Field 32,18.3,12.81,23.79,uniform,float,HA13,
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 4,30,21,39,uniform,float,CB1,HB1 - CB1 < - 1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 6,26,18.2,33.8,uniform,float,CB2,HB2 - CB2 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 8,30,21,39,uniform,float,CB3,HB3 - CB3 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 11,30,21,39,uniform,float,CB4,HB4 - CB4 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 13,26,18.2,33.8,uniform,float,CB5,HB5 - CB5 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 15,30,21,39,uniform,float,CB6,HB6 - CB6 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 18,30,21,39,uniform,float,CB7,HB7 - CB7 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 20,26,18.2,33.8,uniform,float,CB8,HB8 - CB8 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 22,30,21,39,uniform,float,CB9,HB9 - CB9 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 25,30,21,39,uniform,float,CB10,HB10 - CB10 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 27,26,18.2,33.8,uniform,float,CB11,HB11 - CB11 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 29,30,21,39,uniform,float,CB12,HB12 - CB12 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 32,30,21,39,uniform,float,CB13,HB13 - CB13 < -1
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 4,15.6,10.92,20.28,uniform,float,HB1,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 6,19,13.3,24.7,uniform,float,HB2,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 8,15.6,10.92,20.28,uniform,float,HB3,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 11,15.6,10.92,20.28,uniform,float,HB4,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 13,19,13.3,24.7,uniform,float,HB5,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 15,15.6,10.92,20.28,uniform,float,HB6,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 18,15.6,10.92,20.28,uniform,float,HB7,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 20,19,13.3,24.7,uniform,float,HB8,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 22,15.6,10.92,20.28,uniform,float,HB9,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 25,15.6,10.92,20.28,uniform,float,HB10,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 27,19,13.3,24.7,uniform,float,HB11,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 29,15.6,10.92,20.28,uniform,float,HB12,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 32,15.6,10.92,20.28,uniform,float,HB13,
Schedule:Compact,CRITICAL_CLGSETP_SCH,Field 4,22.2,15.54,28.86,uniform,float,CC1,HC1 - CC1 < -1
Schedule:Compact,CRITICAL_HTGSETP_SCH,Field 4,21.1,14.77,27.43,uniform,float,HC1,
Schedule:Compact,OR_CLGSETP_SCH,Field 4,22.2,15.54,28.86,uniform,float,CD1,HD1 - CD1 < -1
Schedule:Compact,OR_CLGSETP_SCH,Field 6,18.3,12.81,23.79,uniform,float,CD2,HD1 - CD2 < -1
Schedule:Compact,OR_CLGSETP_SCH,Field 8,22.2,15.54,28.86,uniform,float,CD3,HD1 - CD3 < -1
